day,power_consumed,weather_index,holiday_index,maximum_temperature,humidity,wind_velocity,pressure,rainfall
2013-12-18,11.49747632,0,0,10.29,6.47,5.85,1007.83,5110
2013-12-19,11.64509548,0,0,9.7,3.06,3.99,1002.06,5111
2013-12-20,11.69062199,0,0,10.42,3.15,5.52,1018.73,5111
2013-12-21,12.33760528,0,0,11.95,8.34,8.91,1012.62,5110
2013-12-22,12.13554161,0,0,10.07,3.57,5.66,1009.77,5107
2013-12-23,12.25025274,0,0,11.95,6.53,8.48,998.59,5108
2013-12-24,12.194887,0,0,11.93,5.42,6.67,979.52,5106
2013-12-25,12.80383911,1,1,7.19,2.57,2.47,984.66,5103
2013-12-26,11.88653224,1,1,7.64,2.86,2.27,995.06,5103
2013-12-27,11.86961462,0,0,10.99,4.83,7.86,986.81,5104
2013-12-28,11.58435587,1,0,7.81,1.72,3.17,997.47,5103
2013-12-29,12.18533921,1,0,7.56,1.34,3.07,1014.89,5103
2013-12-30,12.01117343,0,0,10.22,5.98,6.58,1010.88,5103
2013-12-31,12.10701667,0,0,10.36,5.77,4.72,1004.27,5099
2014-01-02,11.41131268,0,0,10.75,6.02,4.89,993.31,5101
2014-01-03,11.67083395,0,0,10.49,5.08,7.66,994.51,5101
2014-01-04,12.21934301,0,0,9.58,5.21,4.46,993.71,5099
2014-01-05,12.8388467,1,0,11.96,3.88,4.4,1000.02,5101
2014-01-06,11.61220682,0,0,12.57,7.64,8.3,994.61,5101
2014-01-07,11.47524211,0,0,11.38,6.63,7.3,1003.19,5101
2014-01-08,11.19989176,1,0,11.62,7.02,4.15,1011.94,5100
2014-01-09,11.32236128,0,0,12.01,4.86,6.03,1006.3,5082
2014-01-10,11.44716706,1,0,10.14,4.11,3.56,1014.26,5082
2014-01-11,11.75713268,1,0,8.59,3.31,2.68,1018.51,5080
2014-01-12,12.98163486,1,0,8.91,2.78,3.25,1016.63,5083
2014-01-13,11.57114443,1,0,9.72,4.52,4,1005.09,5082
2014-01-14,11.53956957,1,0,6.82,1.69,2.5,1004.33,5081
2014-01-15,11.38010608,1,0,11.19,7.91,4.63,998.57,5081
2014-01-16,11.15085549,0,0,10.72,6.13,5.01,990.5,5079
2014-01-17,11.34418239,1,0,8.47,5.32,4.68,990.8,5077
2014-01-18,11.76754962,0,0,9.99,5.81,4.34,991.61,5078
2014-01-19,10.83395246,1,0,9.37,3.55,1.72,995.52,5069
2014-01-20,11.63068517,1,0,8.44,2.59,0.2,1007.71,5063
2014-01-21,11.57177583,1,0,7.66,2.76,2.19,1010.13,5072
2014-01-22,11.29973739,1,0,10.02,5.54,2.13,1006.71,5076
2014-01-23,11.49081494,1,0,8.44,2.54,3.98,1012.39,5074
2014-01-24,11.58926164,1,0,8.01,2.88,2.43,1013.91,5068
2014-01-25,11.82670955,1,0,11.77,5.34,4,1012.46,5068
2014-01-26,12.94463997,0,0,9.03,2.39,4.55,1002.1,5069
2014-01-27,11.96080762,0,0,7.95,1.44,5.29,989.87,5068
2014-01-28,11.53902271,1,0,9.12,3.59,4.32,985.33,5064
2014-01-29,12.00233564,1,0,5.46,3.05,4.25,993.99,5065
2014-01-30,11.88698222,1,0,5.94,3.08,1.52,1001.76,5063
2014-01-31,12.05132069,1,0,8.83,3.93,4.74,998.51,5061
2014-02-01,11.92121743,0,0,9.72,3.18,6.97,990.08,5059
2014-02-02,12.29172594,0,0,9.3,2.63,4.75,1005.39,5050
2014-02-03,11.47176025,0,0,7.99,2.86,4.92,1003.89,5051
2014-02-04,11.28872797,0,0,8.88,2.69,5.3,996.87,5051
2014-02-05,11.60229954,0,0,9.64,4.06,7.86,982.2,5041
2014-02-06,11.64415308,0,0,9.81,4.96,4.98,989.9,5043
2014-02-07,11.16827778,0,0,9.81,4.16,3.98,988.77,5040
2014-02-08,11.76962512,0,0,9.13,3.99,8.53,979.25,5039
2014-02-09,12.41325303,0,0,8.18,0.82,8.05,984.71,5035
2014-02-10,11.45552195,1,0,8.78,3.01,1.66,992.84,5035
2014-02-11,11.6425601,0,0,7.51,1.32,4.62,996.66,5033
2014-02-12,11.87564619,0,0,8.83,1.94,7.24,994.27,5031
2014-02-13,11.47132889,0,0,7.37,-0.01,5.83,992.43,5029
2014-02-14,12.02404452,0,0,12.02,3.99,6.6,990.31,5031
2014-02-15,11.67609743,0,0,9.9,2.95,9.96,988.63,5019
2014-02-16,11.78275468,1,0,9.98,1.76,3.34,1006.7,5018
2014-02-17,11.16467344,1,0,10.67,5.02,4.07,1007.8,5016
2014-02-18,10.97136794,1,0,10.13,6.23,3.06,1008.67,5009
2014-02-19,10.85424521,1,0,10.13,5.62,3.29,1011.57,5008
2014-02-20,10.75495266,0,0,12.5,7.23,5.38,1001.54,5006
2014-02-21,10.68823401,0,0,10.15,1.83,5.42,1003.42,5004
2014-02-22,10.97070416,0,0,11.63,2.64,4.77,1009.09,5006
2014-02-23,11.6737561,0,0,11.94,6.17,7.1,1010.37,4998
2014-02-24,10.58623548,0,0,14.23,6.03,5.02,1005.19,4994
2014-02-25,10.4764985,0,0,11.43,5.06,5.69,1000.65,4995
2014-02-26,10.37536551,0,0,11.29,2.74,3.82,1012.73,4993
2014-02-27,10.5372503,0,0,10.31,3.08,4.14,1007.02,4990
2014-02-28,0.211765791,1,0,7.35,3.11,2.24,998.92,4987
